line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   18.198644  4.502760  4.536650  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4430  4.536650   -7.823  0.796013  7.570797  7.1684327E-01  2.6885913E-01  2.6904471E-05  7.3266399E-06  3.9059431E-03  5.0401414E-03  1.8384630E-05  1.6559879E-08  1.8762167E-03  4.7825051E-05  2.698E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.046692  0.0000000E+00  0.0000000000E+00       4.295     5.03   -6.5069   -3.2297   -1.1248   -0.3136   -0.1365   -0.3995   -0.2084   -0.0332   -0.8812   -0.0679   -0.2783    0.3422         1   -3.2772
  2  1.926263124228310E+05   18.195644  4.506746  4.532783  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4417  4.532783   -7.824  0.777390  7.565399  7.0846968E-01  2.7739837E-01  3.4389006E-05  9.3648203E-06  5.0598775E-03  3.7130277E-03  1.4005409E-05  1.2356713E-08  1.8746289E-03  3.0629584E-06  7.878E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.047132  0.0000000E+00  0.0000000000E+00       4.275     5.14   -6.5169   -3.2636   -1.1213   -0.3125   -0.1359   -0.3977   -0.2075   -0.0331   -0.8775   -0.0674   -0.2772    0.3407         1   -3.2532
  3  3.809067865873175E+05   18.192691  4.511298  4.530632  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4398  4.530632   -7.819  0.767911  7.562968  7.0026936E-01  2.8570219E-01  3.9030674E-05  1.0628560E-05  5.7731645E-03  2.8928826E-03  1.1035186E-05  9.6607454E-09  1.8733540E-03  2.9578557E-07  1.069E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.047636  0.0000000E+00  0.0000000000E+00       4.262     5.22   -6.5282   -3.2881   -1.1193   -0.3118   -0.1355   -0.3968   -0.2069   -0.0330   -0.8754   -0.0672   -0.2765    0.3399         1   -3.2402
  4  5.675014537864238E+05   18.189732  4.515887  4.529125  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4372  4.529125   -7.812  0.761858  7.561693  6.9206591E-01  2.9397875E-01  4.2328723E-05  1.1526621E-05  6.2765025E-03  2.3141643E-03  8.8718946E-06  7.7413846E-09  1.8722121E-03  5.2297557E-08  1.230E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.048150  0.0000000E+00  0.0000000000E+00       4.251     5.29   -6.5397   -3.3085   -1.1179   -0.3114   -0.1353   -0.3961   -0.2066   -0.0329   -0.8739   -0.0670   -0.2761    0.3394         1   -3.2312
  5  7.557829495226155E+05   18.186690  4.520593  4.527937  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4341  4.527937   -7.805  0.757592  7.561029  6.8369090E-01  3.0240919E-01  4.4854204E-05  1.2214439E-05  6.6576159E-03  1.8759548E-03  7.2052517E-06  6.2806138E-09  1.8711274E-03  2.7693293E-08  1.319E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.048683  0.0000000E+00  0.0000000000E+00       4.242     5.34   -6.5515   -3.3273   -1.1168   -0.3110   -0.1351   -0.3956   -0.2063   -0.0329   -0.8727   -0.0669   -0.2758    0.3389         1   -3.2242
  6  9.375263191754548E+05   18.183704  4.525488  4.526996  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4318  4.526996   -7.797  0.754743  7.560776  6.7548452E-01  3.1065702E-01  4.6791327E-05  1.2742004E-05  6.9436532E-03  1.5470135E-03  5.9353448E-06  5.1799261E-09  1.8701170E-03  2.6632376E-08  1.361E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049241  0.0000000E+00  0.0000000000E+00       4.233     5.40   -6.5637   -3.3450   -1.1159   -0.3108   -0.1350   -0.3952   -0.2061   -0.0328   -0.8718   -0.0668   -0.2755    0.3386         1   -3.2188
  7  1.117896496428206E+06   18.180676  4.530269  4.526151  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4291  4.526151   -7.788  0.752519  7.560755  6.6721830E-01  3.1895607E-01  4.8391396E-05  1.3179477E-05  7.1694519E-03  1.2872525E-03  4.9046450E-06  4.3011380E-09  1.8691348E-03  2.8480155E-08  1.372E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.049795  0.0000000E+00  0.0000000000E+00       4.225     5.45   -6.5757   -3.3618   -1.1151   -0.3105   -0.1348   -0.3948   -0.2059   -0.0328   -0.8709   -0.0667   -0.2753    0.3383         1   -3.2139
  8  1.294990492025757E+06   18.177648  4.534958  4.525399  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4260  4.525399   -7.779  0.750878  7.560932  6.5897495E-01  3.2722545E-01  4.9621010E-05  1.3513555E-05  7.3484188E-03  1.0814018E-03  4.1221623E-06  3.6170201E-09  1.8681810E-03  3.0902338E-08  1.364E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050343  0.0000000E+00  0.0000000000E+00       4.217     5.50   -6.5874   -3.3777   -1.1143   -0.3103   -0.1347   -0.3945   -0.2057   -0.0328   -0.8702   -0.0666   -0.2750    0.3380         1   -3.2096
  9  1.470085364850879E+06   18.174584  4.539923  4.524696  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4238  4.524696   -7.770  0.749730  7.561254  6.5068235E-01  3.3553897E-01  5.0766276E-05  1.3826594E-05  7.4929161E-03  9.1497634E-04  3.4541027E-06  3.0562311E-09  1.8672396E-03  3.3759947E-08  1.341E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.050930  0.0000000E+00  0.0000000000E+00       4.209     5.55   -6.5998   -3.3941   -1.1137   -0.3101   -0.1346   -0.3942   -0.2055   -0.0328   -0.8695   -0.0665   -0.2748    0.3377         1   -3.2057
