line              time   logTeff      logL  logLgrav             M           R  logg   rho_phot    logMdot     logTc     logPc   logrhoc   logTmax   Mr_Tmax  logrhomax   eps_nucl    eps_grav      eps_nu   Mr_b_CE  normR_b_CE   logT_b logrho_b   Mr_t_CC  normR_t_CC   logT_t logrho_t     tau_max      Ro_max       tau_g        Ro_g     tau_Hp2      Ro_Hp2      tau_Hp       Ro_Hp      tau_R2       Ro_R2      tau_M2       Ro_M2   tau_max_c    Ro_max_c     tau_g_c      Ro_g_c   tau_Hp2_c    Ro_Hp2_c    tau_Hp_c     Ro_Hp_c    tau_R2_c     Ro_R2_c    tau_M2_c     Ro_M2_c     k2_conv      k2_rad     Omega_s     Omega_c     Vsurf        Prot     J_act    J_core         OOc     Vcrit      torque    B_equi        D_nu    D_nu_ech    D_nu_err      nu_max   DPi_asym.   R_acc_tot   R_acc_BCE    R_acc_He     Mbol       BC      U-B      B-V      V-R      V-I      J-K      H-K      V-K      G-V    Gbp-V    Grp-V      M_U      M_B      M_V      M_R      M_I      M_H      M_J      M_K      M_G    M_Gbp    M_Grp         H1s         H2s        He3s        He4s        Li6s        Li7s        Be7s        Be9s        B10s        B11s        C12s        C13s        C14s        N14s        N15s        O16s        O17s        O18s        F19s       Ne20s       Ne21s       Ne22s       Na23s       Mg24s       Mg25s       Mg26s       Al26s       Al27s       Si28s         H1c         H2c        He3c        He4c        C12c        C13c        C14c        N14c        N15c        O16c        O17c        O18c        F19c       Ne20c       Ne21c       Ne22c       Na23c       Mg24c       Mg25c       Mg26c       Al26c       Al27c       Si28c
   -                yr         K      Lsun      Lsun          Msun        Rsun cm/s2      g/cm3    Msun/yr         K   erg/cm3     g/cm3         K      Msun     g/cm3     erg/g/s     erg/g/s     erg/g/s       Msun          -        K    g/cm3       Msun          -        K    g/cm3          yr           -          yr           -          yr           -          yr           -          yr           -          yr           -          yr           -          yr           -          yr           -          yr           -          yr           -          yr           -           -           -       rad/s       rad/s      km/s         day   g cm2/s    gcm2/s           -      km/s     g cm2/s         G        muHz        muHz           -        muHz           s           s           s           s      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag      mag           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -           -
   1  0.0000000000E+00  3.617548  0.594273  0.594290    0.60000000     3.85102  3.05  1.113E-07   0.000000  6.090082 13.208503 -1.010383  6.090082  0.000000 -1.010383  3.9574E-05  2.3688E+01  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.986E-01  3.61005 -6.98729  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.5322E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.5322E+02  0.0000E+00  1.4866E+00  0.0000E+00  2.8140E-02  0.0000E+00  1.1788E-04  0.0000E+00  4.1772E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9149E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  1.3453E-05  1.3828E-05 -2.7887E-02  1.5051E-04 -1.0000E+00  3.7171E+04  0.0000E+00  3.4653E+04   3.2643  -0.7980   1.5013   1.3552   0.7394   1.4073   0.8382   0.1375   3.1570  -0.4607   0.2923  -1.2774   6.9189   5.4176   4.0624   3.3230   2.6550   1.0429   1.7436   0.9054   3.6016   4.3547   2.7850  7.1597E-01  4.8711E-05  2.8697E-05  2.6996E-01  7.4158E-10  1.0120E-08  3.5252E-40  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  8.0262E-22  7.2361E-04  1.7795E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1597E-01  4.8711E-05  2.8697E-05  2.6996E-01  2.4475E-03  2.9658E-05  8.0262E-22  7.2361E-04  1.7795E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   2  1.4794514645E+05  3.617023  0.530979 -0.879062    0.60000000     3.58842  3.11  1.205E-07   0.000000  6.119474 13.326439 -0.922194  6.119474  0.000000 -0.922194  1.0518E+03  8.1862E-01  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.987E-01  3.61062 -6.95320  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  4.1265E+01  0.0000E+00  0.0000E+00  0.0000E+00  4.1265E+01  0.0000E+00  9.4320E-01  0.0000E+00  7.9637E-02  0.0000E+00  1.0524E-04  0.0000E+00  3.7097E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9247E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  1.4983E-05  1.5373E-05 -2.6084E-02  1.7343E-04 -1.0000E+00  3.3376E+04  0.0000E+00  3.1145E+04   3.4226  -0.8009   1.4981   1.3552   0.7418   1.4127   0.8377   0.1378   3.1617  -0.4638   0.2926  -1.2824   7.0767   5.5786   4.2235   3.4817   2.8108   1.1995   1.8995   1.0618   3.7597   4.5160   2.9410  7.1596E-01  3.1544E-05  5.4446E-05  2.6996E-01  7.4158E-10  1.0120E-08  1.0256E-31  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  3.9933E-11  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1596E-01  3.1544E-05  5.4446E-05  2.6996E-01  2.4475E-03  2.9658E-05  3.9933E-11  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   3  4.2494589506E+05  3.616214  0.467686  0.045184    0.60000000     3.34854  3.17  1.309E-07   0.000000  6.148105 13.442164 -0.835396  6.148105  0.000000 -0.835396  2.0871E+02  6.6970E+00  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.988E-01  3.61153 -6.91624  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  6.6963E+01  0.0000E+00  0.0000E+00  0.0000E+00  6.6963E+01  0.0000E+00  1.0646E+00  0.0000E+00  1.3544E-02  0.0000E+00  9.3660E-05  0.0000E+00  3.9006E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9340E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  1.6649E-05  1.7055E-05 -2.4350E-02  1.9935E-04 -1.0000E+00  3.0034E+04  0.0000E+00  2.8060E+04   3.5808  -0.8051   1.4966   1.3562   0.7450   1.4198   0.8379   0.1382   3.1699  -0.4678   0.2929  -1.2892   7.2387   5.7422   4.3859   3.6409   2.9661   1.3543   2.0540   1.2161   3.9181   4.6788   3.0967  7.1595E-01  2.4481E-06  9.8089E-05  2.6996E-01  7.4158E-10  1.0120E-08  1.0940E-30  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  2.3925E-12  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1595E-01  2.4481E-06  9.8089E-05  2.6996E-01  2.4475E-03  2.9658E-05  2.3925E-12  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   4  4.8641948555E+05  3.615130  0.404392  0.346449    0.60000000     3.12923  3.23  1.426E-07   0.000000  6.176089 13.555616 -0.750377  6.176089  0.000000 -0.750377  2.6530E+01  1.3378E+01  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.988E-01  3.61097 -6.88172  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.1274E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.1274E+02  0.0000E+00  1.3224E+00  0.0000E+00  8.0111E-02  0.0000E+00  8.4865E-05  0.0000E+00  4.2330E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9428E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  1.8460E-05  1.8878E-05 -2.2643E-02  2.2857E-04 -1.0000E+00  2.7088E+04  0.0000E+00  2.5325E+04   3.7390  -0.8106   1.4965   1.3583   0.7490   1.4287   0.8387   0.1389   3.1813  -0.4729   0.2933  -1.2976   7.4045   5.9080   4.5497   3.8007   3.1210   1.5073   2.2071   1.3684   4.0768   4.8430   3.2520  7.1595E-01  1.1487E-07  1.0159E-04  2.6996E-01  7.4158E-10  1.0120E-08  6.1264E-30  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  6.6414E-14  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1595E-01  1.1487E-07  1.0159E-04  2.6996E-01  2.4475E-03  2.9658E-05  6.6414E-14  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   5  5.3428812477E+05  3.613712  0.341098  0.340936    0.60000000     2.92793  3.29  1.550E-07   0.000000  6.203605 13.667079 -0.666850  6.203605  0.000000 -0.666850  6.3033E-02  1.3203E+01  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.989E-01  3.61113 -6.84481  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.5677E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.5677E+02  0.0000E+00  1.5137E+00  0.0000E+00  1.5642E-02  0.0000E+00  7.6494E-05  0.0000E+00  4.3521E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9513E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  2.0432E-05  2.0857E-05 -2.0847E-02  2.6148E-04 -1.0000E+00  2.4473E+04  0.0000E+00  2.2904E+04   3.8973  -0.8176   1.4983   1.3616   0.7539   1.4398   0.8402   0.1398   3.1967  -0.4792   0.2938  -1.3082   7.5749   6.0765   4.7149   3.9610   3.2751   1.6580   2.3584   1.5182   4.2357   5.0087   3.4067  7.1595E-01  8.7177E-11  1.0176E-04  2.6996E-01  7.4158E-10  1.0120E-08  3.3829E-29  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  2.9175E-16  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1595E-01  8.7177E-11  1.0176E-04  2.6996E-01  2.4475E-03  2.9658E-05  2.9175E-16  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   6  5.9069699862E+05  3.612127  0.277805  0.277791    0.60000000     2.74251  3.34  1.685E-07   0.000000  6.230732 13.776960 -0.584461  6.230732  0.000000 -0.584461  1.9790E-07  1.1416E+01  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.990E-01  3.61101 -6.80878  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.5833E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.5833E+02  0.0000E+00  1.5248E+00  0.0000E+00  7.5437E-02  0.0000E+00  6.9141E-05  0.0000E+00  4.4162E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9593E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  2.2579E-05  2.3008E-05 -1.8980E-02  2.9859E-04 -1.0000E+00  2.2145E+04  0.0000E+00  2.0740E+04   4.0555  -0.8256   1.5012   1.3656   0.7590   1.4519   0.8422   0.1409   3.2139  -0.4862   0.2943  -1.3197   7.7478   6.2466   4.8810   4.1221   3.4292   1.8080   2.5093   1.6671   4.3949   5.1754   3.5614  7.1595E-01  1.5332E-16  1.0176E-04  2.6996E-01  7.4158E-10  1.0120E-08  1.9247E-28  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  5.6497E-19  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1595E-01  1.5332E-16  1.0176E-04  2.6996E-01  2.4475E-03  2.9658E-05  5.6497E-19  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   7  6.5917818321E+05  3.610274  0.214511  0.214511    0.60000000     2.57162  3.40  1.835E-07   0.000000  6.257369 13.885217 -0.503237  6.257369  0.000000 -0.503237  3.3567E-07  9.8679E+00  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.991E-01  3.61071 -6.77118  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.5963E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.5963E+02  0.0000E+00  1.5361E+00  0.0000E+00  2.3222E-02  0.0000E+00  6.2597E-05  0.0000E+00  4.4507E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9668E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  2.4912E-05  2.5338E-05 -1.7141E-02  3.4031E-04 -1.0000E+00  2.0071E+04  0.0000E+00  1.8813E+04   4.2137  -0.8347   1.5049   1.3704   0.7649   1.4660   0.8447   0.1420   3.2346  -0.4943   0.2949  -1.3331   7.9237   6.4188   5.0484   4.2835   3.5824   1.9559   2.6586   1.8138   4.5541   5.3433   3.7153  7.1595E-01  1.0659E-16  1.0176E-04  2.6996E-01  7.4158E-10  1.0120E-08  1.2345E-27  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  4.1456E-22  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1595E-01  1.0659E-16  1.0176E-04  2.6996E-01  2.4475E-03  2.9658E-05  4.1456E-22  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   8  7.4254140168E+05  3.608223  0.151217  0.151220    0.60000000     2.41337  3.45  2.003E-07   0.000000  6.283758 13.992279 -0.422931  6.283758  0.000000 -0.422931  5.9208E-07  8.5306E+00  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.991E-01  3.61045 -6.73317  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.6131E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.6131E+02  0.0000E+00  1.5488E+00  0.0000E+00  8.5982E-02  0.0000E+00  5.6291E-05  0.0000E+00  4.5209E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9740E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  2.7452E-05  2.7871E-05 -1.5247E-02  3.8732E-04 -1.0000E+00  1.8213E+04  0.0000E+00  1.7083E+04   4.3720  -0.8447   1.5087   1.3757   0.7716   1.4818   0.8475   0.1432   3.2580  -0.5036   0.2954  -1.3482   8.1010   6.5923   5.2166   4.4450   3.7348   2.1018   2.8061   1.9586   4.7131   5.5120   3.8684  7.1595E-01  7.4887E-17  1.0176E-04  2.6996E-01  7.4158E-10  1.0120E-08  8.5226E-27  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  8.2400E-26  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1595E-01  7.4887E-17  1.0176E-04  2.6996E-01  2.4475E-03  2.9658E-05  8.2400E-26  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
   9  8.4432662601E+05  3.606106  0.087923  0.087919    0.60000000     2.26613  3.51  2.180E-07   0.000000  6.309791 14.098756 -0.343088  6.309791  0.000000 -0.343088  1.0296E-06  7.3758E+00  0.0000E+00  0.0000000  0.000E+00  0.00000  0.00000  0.6000000  9.992E-01  3.61112 -6.69221  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  1.6317E+02  0.0000E+00  0.0000E+00  0.0000E+00  1.6317E+02  0.0000E+00  1.5631E+00  0.0000E+00  2.6674E-01  0.0000E+00  5.0579E-05  0.0000E+00  4.5594E-01  0.0000E+00  0.0000E+00  0.0000E+00  1.9807E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  0.00E+00  0.0000E+00  0.00E+00  0.0000E+00  0.00E+00  3.0228E-05  3.0630E-05 -1.3303E-02  4.4037E-04 -1.0000E+00  1.6540E+04  0.0000E+00  1.5523E+04   4.5302  -0.8551   1.5115   1.3811   0.7788   1.4985   0.8502   0.1442   3.2826  -0.5133   0.2960  -1.3641   8.2779   6.7664   5.3853   4.6065   3.8868   2.2469   2.9529   2.1027   4.8720   5.6813   4.0212  7.1595E-01  5.1901E-17  1.0176E-04  2.6996E-01  7.4158E-10  1.0120E-08  5.9466E-26  1.6543E-10  7.6424E-10  3.3838E-09  2.4475E-03  2.9658E-05  3.9732E-30  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04  7.1595E-01  5.1901E-17  1.0176E-04  2.6996E-01  2.4475E-03  2.9658E-05  3.9732E-30  7.2361E-04  1.7796E-06  5.9905E-03  2.4181E-06  1.3510E-05  5.2860E-07  1.2124E-03  3.0515E-06  9.8156E-05  3.0627E-05  5.7831E-04  7.6263E-05  8.7325E-05  1.0000E-50  5.8310E-05  6.4033E-04
