line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.800000  1.017551  3.932007  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1382  3.932007    0.000  1.895638  7.311312  7.1689035E-01  2.6872068E-01  1.0946708E-05  2.8896496E-06  3.3502782E-03  5.6430658E-03  8.0540656E-05  2.3217675E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000158  0.0000000E+00  0.0000000000E+00       4.357     1.47    2.2061    2.2296    0.0156    0.0682    0.0516    0.0986    0.0464    0.0060    0.2059   -0.0194   -0.0063   -0.0856         0   -0.0235
  2  2.932116101879492E+07    1.800000  1.019529  3.932079  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1484  3.932079    0.000  1.897481  7.313702  7.0870687E-01  2.7689811E-01  1.1206173E-05  2.9585405E-06  3.3934158E-03  5.3944593E-03  2.9178694E-04  8.4483044E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000159  0.0000000E+00  0.0000000000E+00       4.355     1.48    2.2012    2.2247    0.0155    0.0680    0.0515    0.0984    0.0463    0.0060    0.2055   -0.0194   -0.0064   -0.0854         0   -0.0236
  3  5.742866397577325E+07    1.800000  1.022747  3.931726  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1478  3.931726    0.000  1.899103  7.314930  7.0055413E-01  2.8505362E-01  1.1565086E-05  3.0538531E-06  3.4738675E-03  5.1558529E-03  4.4693737E-04  1.2931772E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000160  0.0000000E+00  0.0000000000E+00       4.350     1.48    2.1931    2.2159    0.0159    0.0686    0.0518    0.0990    0.0467    0.0059    0.2071   -0.0194   -0.0062   -0.0859         0   -0.0228
  4  8.490281063831306E+07    1.800000  1.025904  3.931249  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1474  3.931249    0.000  1.900531  7.315981  6.9243765E-01  2.9317961E-01  1.2012573E-05  3.1723686E-06  3.5838657E-03  4.9235347E-03  5.5938359E-04  1.6173745E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000161  0.0000000E+00  0.0000000000E+00       4.345     1.49    2.1852    2.2070    0.0164    0.0694    0.0523    0.0999    0.0472    0.0060    0.2092   -0.0194   -0.0058   -0.0867         0   -0.0218
  5  1.108016034084486E+08    1.800000  1.028918  3.930747  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1474  3.930747    0.000  1.901743  7.316934  6.8466315E-01  3.0096710E-01  1.2488383E-05  3.2983478E-06  3.7045067E-03  4.7107125E-03  6.3815120E-04  1.8436793E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000162  0.0000000E+00  0.0000000000E+00       4.340     1.50    2.1777    2.1984    0.0170    0.0703    0.0527    0.1008    0.0477    0.0060    0.2115   -0.0195   -0.0053   -0.0875         0   -0.0207
  6  1.371671206073250E+08    1.800000  1.032258  3.930236  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1469  3.930236    0.000  1.903256  7.317859  6.7663577E-01  3.0900992E-01  1.2993413E-05  3.4320395E-06  3.8350306E-03  4.5027497E-03  6.9970801E-04  2.0201274E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000163  0.0000000E+00  0.0000000000E+00       4.335     1.51    2.1694    2.1890    0.0177    0.0711    0.0533    0.1018    0.0483    0.0060    0.2139   -0.0195   -0.0049   -0.0884         0   -0.0196
  7  1.630214637986618E+08    1.800000  1.035315  3.929662  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1469  3.929662    0.000  1.904499  7.318801  6.6864787E-01  3.1701574E-01  1.3534225E-05  3.5752182E-06  3.9751836E-03  4.3025632E-03  7.4125188E-04  2.1395867E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000164  0.0000000E+00  0.0000000000E+00       4.330     1.52    2.1617    2.1801    0.0184    0.0721    0.0538    0.1030    0.0489    0.0060    0.2166   -0.0196   -0.0044   -0.0894         0   -0.0184
  8  1.893861453345475E+08    1.800000  1.038240  3.929015  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1470  3.929015    0.000  1.905520  7.319810  6.6036149E-01  3.2532189E-01  1.4100728E-05  3.7251912E-06  4.1226861E-03  4.1049159E-03  7.7113138E-04  2.2260710E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000165  0.0000000E+00  0.0000000000E+00       4.324     1.53    2.1544    2.1715    0.0193    0.0733    0.0545    0.1043    0.0496    0.0060    0.2197   -0.0196   -0.0038   -0.0905         0   -0.0171
  9  2.138872560300783E+08    1.800000  1.041139  3.928403  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1467  3.928403    0.000  1.906619  7.320695  6.5258535E-01  3.3311793E-01  1.4645664E-05  3.8694606E-06  4.2655055E-03  3.9265948E-03  7.8620554E-04  2.2702931E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000166  0.0000000E+00  0.0000000000E+00       4.319     1.54    2.1472    2.1630    0.0201    0.0744    0.0551    0.1056    0.0503    0.0061    0.2226   -0.0197   -0.0033   -0.0917         0   -0.0159
 10  2.391724637239324E+08    1.800000  1.044118  3.927730  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1465  3.927730    0.000  1.907761  7.321621  6.4441361E-01  3.4131126E-01  1.5220020E-05  4.0215212E-06  4.4163567E-03  3.7471643E-03  7.9265556E-04  2.2901828E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000168  0.0000000E+00  0.0000000000E+00       4.313     1.55    2.1397    2.1542    0.0211    0.0757    0.0558    0.1070    0.0511    0.0062    0.2260   -0.0198   -0.0026   -0.0929         0   -0.0145
 11  2.636325459657227E+08    1.800000  1.047020  3.927049  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1463  3.927049    0.000  1.908850  7.322518  6.3639831E-01  3.4934845E-01  1.5788680E-05  4.1720950E-06  4.5653156E-03  3.5784733E-03  7.9000529E-04  2.2841538E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000169  0.0000000E+00  0.0000000000E+00       4.307     1.56    2.1324    2.1456    0.0220    0.0769    0.0565    0.1085    0.0520    0.0062    0.2294   -0.0198   -0.0020   -0.0942         0   -0.0131
 12  2.877267942629083E+08    1.800000  1.049874  3.926342  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1460  3.926342    0.000  1.909960  7.323414  6.2839988E-01  3.5736885E-01  1.6352083E-05  4.3212935E-06  4.7126773E-03  3.4175667E-03  7.8103455E-04  2.2602635E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000170  0.0000000E+00  0.0000000000E+00       4.302     1.57    2.1253    2.1371    0.0230    0.0783    0.0573    0.1101    0.0528    0.0063    0.2329   -0.0199   -0.0013   -0.0956         0   -0.0118
 13  3.117751878056634E+08    1.800000  1.052749  3.925619  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1457  3.925619    0.000  1.911121  7.324319  6.2031404E-01  3.6547699E-01  1.6917185E-05  4.4709565E-06  4.8600871E-03  3.2618354E-03  7.6650503E-04  2.2206363E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000171  0.0000000E+00  0.0000000000E+00       4.296     1.58    2.1181    2.1285    0.0241    0.0797    0.0581    0.1118    0.0537    0.0064    0.2367   -0.0200   -0.0005   -0.0971         0   -0.0103
 14  3.351911819815032E+08    1.800000  1.055556  3.924879  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1453  3.924879    0.000  1.912193  7.325211  6.1234302E-01  3.7347002E-01  1.7471925E-05  4.6179152E-06  5.0037775E-03  3.1150060E-03  7.4705344E-04  2.1668128E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000172  0.0000000E+00  0.0000000000E+00       4.290     1.59    2.1111    2.1200    0.0252    0.0811    0.0589    0.1135    0.0546    0.0066    0.2405   -0.0201    0.0002   -0.0986         0   -0.0089
 15  3.582771197669275E+08    1.800000  1.058530  3.924147  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1447  3.924147    0.000  1.913579  7.326069  6.0438330E-01  3.8145159E-01  1.8017678E-05  4.7625190E-06  5.1443266E-03  2.9747939E-03  7.2440216E-04  2.1036420E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000173  0.0000000E+00  0.0000000000E+00       4.284     1.60    2.1037    2.1112    0.0263    0.0826    0.0597    0.1153    0.0556    0.0067    0.2444   -0.0202    0.0010   -0.1001         0   -0.0075
 16  3.817763631919115E+08    1.800000  1.061334  3.923352  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1447  3.923352    0.000  1.914742  7.327026  5.9616645E-01  3.8969059E-01  1.8574522E-05  4.9100740E-06  5.2862865E-03  2.8361856E-03  6.9831493E-04  2.0309257E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000175  0.0000000E+00  0.0000000000E+00       4.278     1.61    2.0967    2.1027    0.0275    0.0842    0.0606    0.1172    0.0566    0.0068    0.2487   -0.0203    0.0019   -0.1019         0   -0.0061
