line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   29.392311  5.036152  4.611260  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5563  4.611260   -6.812  0.626016  7.600757  7.1695377E-01  2.6875385E-01  3.0342607E-05  8.2958959E-06  3.9241362E-03  5.0179487E-03  1.3748280E-05  1.5524522E-08  1.8760723E-03  6.7897609E-05  3.184E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.099067  0.0000000E+00  0.0000000000E+00       4.268     6.59   -7.8404   -4.0381   -1.1724   -0.3372   -0.1465   -0.4290   -0.2270   -0.0363   -0.9581   -0.0755   -0.2978    0.3672         1   -3.8023
  2  1.123363872885776E+05   29.374274  5.040018  4.607335  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5530  4.607335   -6.806  0.607709  7.595257  7.0856901E-01  2.7731300E-01  3.9179301E-05  1.0708966E-05  5.1406699E-03  3.6162255E-03  1.0213660E-05  1.1310051E-08  1.8740973E-03  9.2331178E-06  9.794E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.100011  0.0000000E+00  0.0000000000E+00       4.248     6.74   -7.8500   -4.0745   -1.1710   -0.3360   -0.1461   -0.4278   -0.2260   -0.0362   -0.9541   -0.0752   -0.2970    0.3661         1   -3.7756
  3  2.255216462298146E+05   29.355783  5.044052  4.605094  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5495  4.605094   -6.798  0.598463  7.592781  7.0016051E-01  2.8583007E-01  4.4629898E-05  1.2197646E-05  5.8900473E-03  2.7528924E-03  7.8653362E-06  8.6405423E-09  1.8724956E-03  1.6829417E-06  1.379E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.101002  0.0000000E+00  0.0000000000E+00       4.235     6.84   -7.8601   -4.0996   -1.1702   -0.3353   -0.1459   -0.4271   -0.2255   -0.0361   -0.9518   -0.0750   -0.2965    0.3655         1   -3.7605
  4  3.362277504637043E+05   29.337372  5.048177  4.603519  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5464  4.603519   -6.790  0.592923  7.591517  6.9188067E-01  2.9418404E-01  4.8376313E-05  1.3220940E-05  6.3997602E-03  2.1656524E-03  6.2161103E-06  6.8085299E-09  1.8710878E-03  4.7085253E-07  1.635E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.102029  0.0000000E+00  0.0000000000E+00       4.224     6.92   -7.8704   -4.1204   -1.1696   -0.3348   -0.1458   -0.4266   -0.2251   -0.0360   -0.9502   -0.0749   -0.2962    0.3651         1   -3.7501
  5  4.477338610400115E+05   29.318445  5.052473  4.602240  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5433  4.602240   -6.782  0.589212  7.590859  6.8345502E-01  3.0266473E-01  5.1196837E-05  1.3991606E-05  6.7785322E-03  1.7292275E-03  4.9700735E-06  5.4398841E-09  1.8697549E-03  2.4739809E-07  1.806E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.103106  0.0000000E+00  0.0000000000E+00       4.215     7.00   -7.8812   -4.1395   -1.1690   -0.3344   -0.1456   -0.4262   -0.2248   -0.0360   -0.9489   -0.0748   -0.2959    0.3648         1   -3.7417
  6  5.563523947905140E+05   29.299659  5.056617  4.601158  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5400  4.601158   -6.773  0.586640  7.590578  6.7513936E-01  3.1102138E-01  5.3331609E-05  1.4575117E-05  7.0605027E-03  1.4042873E-03  4.0340470E-06  4.4186007E-09  1.8685032E-03  2.1337936E-07  1.914E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.104153  0.0000000E+00  0.0000000000E+00       4.206     7.07   -7.8915   -4.1569   -1.1686   -0.3341   -0.1455   -0.4259   -0.2246   -0.0359   -0.9478   -0.0747   -0.2957    0.3645         1   -3.7347
  7  6.634308969476783E+05   29.280745  5.060854  4.600182  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5371  4.600182   -6.764  0.584871  7.590547  6.6682365E-01  3.1936870E-01  5.5016205E-05  1.5035714E-05  7.2782104E-03  1.1533464E-03  3.3070091E-06  3.6281649E-09  1.8672943E-03  2.1825394E-07  1.980E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.105239  0.0000000E+00  0.0000000000E+00       4.197     7.14   -7.9021   -4.1737   -1.1682   -0.3338   -0.1454   -0.4256   -0.2243   -0.0359   -0.9469   -0.0746   -0.2955    0.3642         1   -3.7284
  8  7.694950546414173E+05   29.261654  5.065104  4.599280  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5340  4.599280   -6.756  0.583621  7.590686  6.5847148E-01  3.2774571E-01  5.6383313E-05  1.5409621E-05  7.4495137E-03  9.5582698E-04  2.7315728E-06  3.0049641E-09  1.8661108E-03  2.3308785E-07  2.014E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.106340  0.0000000E+00  0.0000000000E+00       4.189     7.20   -7.9128   -4.1901   -1.1678   -0.3335   -0.1453   -0.4253   -0.2241   -0.0358   -0.9460   -0.0745   -0.2953    0.3640         1   -3.7226
  9  8.739414518131207E+05   29.242447  5.069238  4.598405  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5307  4.598405   -6.747  0.582682  7.590928  6.5011789E-01  3.3611897E-01  5.7585018E-05  1.5739776E-05  7.5849940E-03  7.9942066E-04  2.2650914E-06  2.5089671E-09  1.8649487E-03  2.5177340E-07  2.024E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.107420  0.0000000E+00  0.0000000000E+00       4.181     7.26   -7.9231   -4.2060   -1.1675   -0.3333   -0.1452   -0.4250   -0.2239   -0.0358   -0.9451   -0.0745   -0.2951    0.3638         1   -3.7171
