line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    6.599998  3.131554  4.317227  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2907  4.317227   -9.438  1.246226  7.483434  7.1684489E-01  2.6884335E-01  2.2757739E-05  6.1043041E-06  3.7943811E-03  5.1548991E-03  3.9009159E-05  2.6947608E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.005653  0.0000000E+00  0.0000000000E+00       4.348     2.85   -3.0789   -0.9116   -0.8299   -0.2463   -0.1022   -0.3119   -0.1505   -0.0228   -0.6310   -0.0484   -0.2228    0.2681         1   -2.1673
  2  1.088816878300344E+06    6.599996  3.133290  4.313419  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2936  4.313419   -9.433  1.230309  7.479150  7.0870794E-01  2.7712437E-01  2.8286987E-05  7.5859370E-06  4.7854917E-03  4.0186640E-03  3.2978258E-05  2.1875701E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.005677  0.0000000E+00  0.0000000000E+00       4.331     2.91   -3.0832   -0.9295   -0.8246   -0.2448   -0.1015   -0.3101   -0.1496   -0.0227   -0.6269   -0.0481   -0.2217    0.2665         1   -2.1538
  3  2.167224822918629E+06    6.599993  3.136890  4.311133  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2911  4.311133   -9.422  1.221495  7.477036  7.0051568E-01  2.8541261E-01  3.1955419E-05  8.5689061E-06  5.4453507E-03  3.2631399E-03  2.7970765E-05  1.8161987E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.005725  0.0000000E+00  0.0000000000E+00       4.318     2.95   -3.0922   -0.9468   -0.8214   -0.2439   -0.1011   -0.3090   -0.1490   -0.0226   -0.6245   -0.0479   -0.2211    0.2656         1   -2.1455
  4  3.199706767175280E+06    6.599991  3.140842  4.309571  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2887  4.309571   -9.409  1.215936  7.476067  6.9252914E-01  2.9346781E-01  3.4596756E-05  9.2767459E-06  5.9166848E-03  2.7239344E-03  2.3866354E-05  1.5333110E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.005778  0.0000000E+00  0.0000000000E+00       4.308     2.98   -3.1021   -0.9624   -0.8192   -0.2433   -0.1008   -0.3083   -0.1486   -0.0226   -0.6228   -0.0477   -0.2206    0.2650         1   -2.1397
  5  4.225699275802886E+06    6.599988  3.145091  4.308295  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2863  4.308295   -9.396  1.211887  7.475480  6.8446489E-01  3.0158557E-01  3.6670821E-05  9.8326445E-06  6.2842741E-03  2.3035729E-03  2.0470401E-05  1.3062110E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.005835  0.0000000E+00  0.0000000000E+00       4.299     3.02   -3.1127   -0.9779   -0.8174   -0.2428   -0.1006   -0.3077   -0.1482   -0.0225   -0.6214   -0.0476   -0.2202    0.2644         1   -2.1348
  6  5.251691454773697E+06    6.599984  3.149311  4.307138  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2835  4.307138   -9.382  1.208529  7.475093  6.7626484E-01  3.0982881E-01  3.8352095E-05  1.0283288E-05  6.5809048E-03  1.9644486E-03  1.7619079E-05  1.1193304E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.005893  0.0000000E+00  0.0000000000E+00       4.290     3.05   -3.1233   -0.9929   -0.8158   -0.2424   -0.1004   -0.3071   -0.1479   -0.0225   -0.6202   -0.0475   -0.2199    0.2640         1   -2.1304
  7  6.231652941168815E+06    6.599982  3.153663  4.306210  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2812  4.306210   -9.368  1.206227  7.475068  6.6829446E-01  3.1783338E-01  3.9710284E-05  1.0647482E-05  6.8148032E-03  1.6970975E-03  1.5255801E-05  9.6809635E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.005952  0.0000000E+00  0.0000000000E+00       4.282     3.07   -3.1342   -1.0074   -0.8145   -0.2420   -0.1002   -0.3067   -0.1477   -0.0225   -0.6192   -0.0474   -0.2196    0.2636         1   -2.1268
  8  7.206909875514016E+06    6.599979  3.157917  4.305331  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2786  4.305331   -9.354  1.204194  7.475181  6.6023898E-01  3.2591727E-01  4.0860554E-05  1.0955991E-05  7.0097213E-03  1.4743004E-03  1.3255240E-05  8.4098089E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.006011  0.0000000E+00  0.0000000000E+00       4.274     3.10   -3.1448   -1.0215   -0.8132   -0.2416   -0.1000   -0.3062   -0.1475   -0.0224   -0.6182   -0.0473   -0.2193    0.2632         1   -2.1233
  9  8.182165440211522E+06    6.599976  3.162455  4.304530  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2762  4.304530   -9.340  1.202721  7.475444  6.5201198E-01  3.3416843E-01  4.1862573E-05  1.1224852E-05  7.1751982E-03  1.2851484E-03  1.1518993E-05  7.3184468E-09  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.006076  0.0000000E+00  0.0000000000E+00       4.266     3.13   -3.1561   -1.0361   -0.8121   -0.2413   -0.0999   -0.3058   -0.1472   -0.0224   -0.6174   -0.0473   -0.2191    0.2629         1   -2.1201
