line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   14.998921  4.266387  4.501169  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4051  4.501169   -8.047  0.871717  7.556603  7.1688500E-01  2.6881340E-01  2.5500658E-05  6.9343015E-06  3.8855094E-03  5.0635704E-03  2.0800382E-05  1.7000508E-08  1.8762879E-03  3.9712546E-05  2.422E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.032552  0.0000000E+00  0.0000000000E+00       4.305     4.51   -5.9160   -2.8661   -1.0884   -0.3034   -0.1311   -0.3841   -0.1995   -0.0318   -0.8447   -0.0641   -0.2683    0.3292         1   -3.0499
  2  2.481364470413021E+05   14.996683  4.270380  4.497269  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4032  4.497269   -8.043  0.853186  7.551216  7.0856310E-01  2.7729710E-01  3.2394465E-05  8.8050203E-06  5.0118292E-03  3.7691257E-03  1.6298822E-05  1.2941175E-08  1.8748525E-03  1.7131481E-06  6.957E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.032858  0.0000000E+00  0.0000000000E+00       4.286     4.61   -5.9260   -2.8985   -1.0840   -0.3023   -0.1306   -0.3826   -0.1986   -0.0316   -0.8405   -0.0637   -0.2673    0.3279         1   -3.0275
  3  4.903648834387641E+05   14.994474  4.274727  4.495084  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.4008  4.495084   -8.037  0.843542  7.548764  7.0044590E-01  2.8551610E-01  3.6732754E-05  9.9842492E-06  5.7131275E-03  2.9635327E-03  1.2965163E-05  1.0212241E-08  1.8736997E-03  1.1643023E-07  9.224E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.033193  0.0000000E+00  0.0000000000E+00       4.272     4.68   -5.9368   -2.9217   -1.0814   -0.3017   -0.1303   -0.3817   -0.1980   -0.0315   -0.8382   -0.0635   -0.2668    0.3272         1   -3.0151
  4  7.325933198362255E+05   14.992232  4.279226  4.493543  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3979  4.493543   -8.030  0.837282  7.547454  6.9223710E-01  2.9379800E-01  3.9865682E-05  1.0837102E-05  6.2170843E-03  2.3846781E-03  1.0488355E-05  8.2313514E-09  1.8726553E-03  1.6391912E-08  1.040E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.033544  0.0000000E+00  0.0000000000E+00       4.262     4.74   -5.9481   -2.9415   -1.0796   -0.3013   -0.1301   -0.3811   -0.1976   -0.0314   -0.8365   -0.0634   -0.2664    0.3267         1   -3.0066
  5  9.689137455898495E+05   14.990007  4.283906  4.492376  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3954  4.492376   -8.022  0.833111  7.546797  6.8412950E-01  3.0195970E-01  4.2220067E-05  1.1476685E-05  6.5896658E-03  1.9566963E-03  8.6205520E-06  6.7599798E-09  1.8716958E-03  9.5765039E-09  1.093E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.033913  0.0000000E+00  0.0000000000E+00       4.252     4.79   -5.9598   -2.9596   -1.0782   -0.3010   -0.1299   -0.3807   -0.1973   -0.0314   -0.8353   -0.0633   -0.2661    0.3263         1   -3.0001
  6  1.205234171343470E+06   14.987742  4.288639  4.491401  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3930  4.491401   -8.015  0.830053  7.546518  6.7591440E-01  3.1021720E-01  4.4088561E-05  1.1984127E-05  6.8813592E-03  1.6216047E-03  7.1407706E-06  5.6033201E-09  1.8707715E-03  9.6172055E-09  1.107E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.034289  0.0000000E+00  0.0000000000E+00       4.244     4.84   -5.9716   -2.9768   -1.0771   -0.3008   -0.1298   -0.3803   -0.1970   -0.0314   -0.8342   -0.0632   -0.2659    0.3260         1   -2.9948
  7  1.435646586453249E+06   14.985493  4.293328  4.490571  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3901  4.490571   -8.007  0.827762  7.546498  6.6775460E-01  3.1841020E-01  4.5572586E-05  1.2388500E-05  7.1097519E-03  1.3592031E-03  5.9734083E-06  4.6948224E-09  1.8698867E-03  1.0340019E-08  1.099E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.034667  0.0000000E+00  0.0000000000E+00       4.236     4.89   -5.9833   -2.9930   -1.0761   -0.3006   -0.1297   -0.3800   -0.1968   -0.0313   -0.8333   -0.0631   -0.2657    0.3257         1   -2.9904
  8  1.666059001563030E+06   14.983201  4.298199  4.489828  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3875  4.489828   -7.998  0.826116  7.546673  6.5946730E-01  3.2672440E-01  4.6815055E-05  1.2725564E-05  7.2951424E-03  1.1461500E-03  5.0213389E-06  3.9569147E-09  1.8690122E-03  1.1229710E-08  1.076E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.035063  0.0000000E+00  0.0000000000E+00       4.228     4.93   -5.9955   -3.0091   -1.0752   -0.3004   -0.1296   -0.3797   -0.1966   -0.0313   -0.8325   -0.0630   -0.2655    0.3255         1   -2.9864
  9  1.890563406028968E+06   14.980924  4.302924  4.489155  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.3848  4.489155   -7.990  0.824836  7.546976  6.5126090E-01  3.3495230E-01  4.7836145E-05  1.3002274E-05  7.4433684E-03  9.7576272E-04  4.2584633E-06  3.3663479E-09  1.8681636E-03  1.2211862E-08  1.044E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.035452  0.0000000E+00  0.0000000000E+00       4.220     4.97   -6.0073   -3.0245   -1.0744   -0.3002   -0.1295   -0.3794   -0.1965   -0.0313   -0.8317   -0.0630   -0.2653    0.3253         1   -2.9828
