line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   37.384535  5.277497  4.641693  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.6149  4.641693   -6.406  0.549927  7.613558  7.1694456E-01  2.6876678E-01  3.2012434E-05  8.7643773E-06  3.9424085E-03  4.9957243E-03  1.2208852E-05  1.5068304E-08  1.8759843E-03  7.6013477E-05  3.442E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.135047  0.0000000E+00  0.0000000000E+00       4.253     7.56   -8.4437   -4.4154   -1.1802   -0.3470   -0.1490   -0.4377   -0.2350   -0.0377   -0.9915   -0.0779   -0.3036    0.3744         1   -4.0284
  2  9.030282666512375E+04   37.348157  5.280882  4.637579  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.6111  4.637579   -6.399  0.531218  7.607826  7.0855246E-01  2.7733629E-01  4.1529175E-05  1.1367302E-05  5.1799680E-03  3.5685935E-03  8.9227299E-06  1.0859192E-08  1.8738194E-03  1.3637588E-05  1.062E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.136230  0.0000000E+00  0.0000000000E+00       4.233     7.74   -8.4522   -4.4526   -1.1796   -0.3457   -0.1487   -0.4367   -0.2340   -0.0375   -0.9872   -0.0776   -0.3029    0.3736         1   -3.9996
  3  1.816401108650992E+05   37.310685  5.284464  4.635213  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.6073  4.635213   -6.390  0.522127  7.605297  7.0012573E-01  2.8587277E-01  4.7315873E-05  1.2949708E-05  5.9379051E-03  2.6946873E-03  6.8151271E-06  8.2280462E-09  1.8720675E-03  3.1615069E-06  1.508E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.137492  0.0000000E+00  0.0000000000E+00       4.219     7.86   -8.4612   -4.4779   -1.1792   -0.3450   -0.1485   -0.4361   -0.2334   -0.0374   -0.9848   -0.0775   -0.3025    0.3731         1   -3.9833
  4  2.723404302334754E+05   37.272692  5.288170  4.633502  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.6037  4.633502   -6.382  0.516768  7.603997  6.9170693E-01  2.9436688E-01  5.1303795E-05  1.4040351E-05  6.4557246E-03  2.0976214E-03  5.3318518E-06  6.4156375E-09  1.8705073E-03  1.0396053E-06  1.806E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.138806  0.0000000E+00  0.0000000000E+00       4.208     7.95   -8.4704   -4.4988   -1.1789   -0.3445   -0.1484   -0.4356   -0.2330   -0.0373   -0.9830   -0.0773   -0.3022    0.3727         1   -3.9716
  5  3.611763318880281E+05   37.234900  5.291880  4.632143  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.6003  4.632143   -6.374  0.513347  7.603332  6.8338313E-01  3.0274459E-01  5.4197220E-05  1.4831816E-05  6.8271230E-03  1.6693468E-03  4.2494219E-06  5.1090261E-09  1.8690732E-03  5.7443736E-07  2.007E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.140130  0.0000000E+00  0.0000000000E+00       4.199     8.04   -8.4797   -4.5173   -1.1786   -0.3440   -0.1483   -0.4353   -0.2326   -0.0373   -0.9816   -0.0772   -0.3020    0.3724         1   -3.9624
  6  4.494401484490559E+05   37.196523  5.295557  4.630934  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5966  4.630934   -6.365  0.510949  7.603008  6.7501200E-01  3.1115648E-01  5.6564575E-05  1.5480873E-05  7.1073880E-03  1.3458786E-03  3.4052430E-06  4.1175644E-09  1.8676991E-03  4.7592751E-07  2.144E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.141464  0.0000000E+00  0.0000000000E+00       4.190     8.11   -8.4889   -4.5346   -1.1784   -0.3437   -0.1482   -0.4350   -0.2323   -0.0372   -0.9804   -0.0772   -0.3018    0.3722         1   -3.9543
  7  5.373830003182046E+05   37.157504  5.299252  4.629839  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5929  4.629839   -6.357  0.509404  7.602966  6.6655716E-01  3.1964275E-01  5.8200107E-05  1.5927885E-05  7.3244354E-03  1.0956798E-03  2.7785583E-06  3.3501498E-09  1.8663588E-03  4.7204332E-07  2.235E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.142814  0.0000000E+00  0.0000000000E+00       4.181     8.19   -8.4981   -4.5511   -1.1782   -0.3433   -0.1481   -0.4347   -0.2321   -0.0372   -0.9793   -0.0771   -0.3016    0.3719         1   -3.9470
  8  6.224805831099976E+05   37.119102  5.302919  4.628806  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5896  4.628806   -6.349  0.508362  7.603073  6.5826359E-01  3.2796037E-01  5.9597367E-05  1.6311445E-05  7.4899051E-03  9.0469869E-04  2.2845944E-06  2.7626198E-09  1.8650774E-03  4.9463595E-07  2.289E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.144165  0.0000000E+00  0.0000000000E+00       4.173     8.26   -8.5073   -4.5672   -1.1780   -0.3430   -0.1480   -0.4344   -0.2318   -0.0371   -0.9783   -0.0770   -0.3014    0.3717         1   -3.9401
  9  7.077536771679183E+05   37.079816  5.306598  4.627791  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5861  4.627791   -6.340  0.507660  7.603297  6.4983199E-01  3.3641118E-01  6.0783844E-05  1.6638255E-05  7.6221825E-03  7.5191258E-04  1.8867568E-06  2.2917847E-09  1.8637980E-03  5.2686682E-07  2.316E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.145542  0.0000000E+00  0.0000000000E+00       4.165     8.34   -8.5165   -4.5831   -1.1777   -0.3427   -0.1480   -0.4341   -0.2316   -0.0371   -0.9772   -0.0769   -0.3012    0.3715         1   -3.9334
