line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00   26.194562  4.915200  4.595227  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5281  4.595227   -7.025  0.664439  7.594262  7.1691782E-01  2.6878900E-01  2.9567385E-05  8.0780781E-06  3.9225503E-03  5.0202622E-03  1.4584647E-05  1.5724641E-08  1.8761059E-03  6.2767592E-05  3.082E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.083875  0.0000000E+00  0.0000000000E+00       4.275     6.17   -7.5380   -3.8525   -1.1656   -0.3321   -0.1449   -0.4237   -0.2229   -0.0356   -0.9409   -0.0741   -0.2943    0.3627         1   -3.6855
  2  1.259482694638535E+05   26.182279  4.919207  4.591333  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5251  4.591333   -7.020  0.646058  7.588784  7.0852728E-01  2.7735202E-01  3.8078702E-05  1.0400434E-05  5.1255675E-03  3.6346653E-03  1.0909402E-05  1.1523528E-08  1.8742248E-03  7.2550133E-06  9.377E-06  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.084690  0.0000000E+00  0.0000000000E+00       4.255     6.31   -7.5480   -3.8886   -1.1637   -0.3309   -0.1444   -0.4224   -0.2219   -0.0355   -0.9369   -0.0738   -0.2934    0.3616         1   -3.6594
  3  2.521714035088694E+05   26.169780  4.923468  4.589126  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5221  4.589126   -7.013  0.636746  7.586322  7.0015944E-01  2.8582732E-01  4.3339650E-05  1.1836296E-05  5.8668032E-03  2.7810672E-03  8.4420150E-06  8.8481870E-09  1.8727026E-03  1.1530442E-06  1.312E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.085562  0.0000000E+00  0.0000000000E+00       4.242     6.41   -7.5587   -3.9138   -1.1626   -0.3302   -0.1442   -0.4216   -0.2214   -0.0354   -0.9347   -0.0736   -0.2929    0.3609         1   -3.6448
  4  3.758353631954117E+05   26.157322  4.927701  4.587595  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5189  4.587595   -7.005  0.631050  7.585057  6.9190102E-01  2.9415949E-01  4.6971636E-05  1.2827625E-05  6.3743943E-03  2.1965311E-03  6.7004924E-06  7.0004085E-09  1.8713602E-03  2.9310062E-07  1.547E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.086440  0.0000000E+00  0.0000000000E+00       4.231     6.49   -7.5693   -3.9344   -1.1619   -0.3298   -0.1440   -0.4211   -0.2210   -0.0353   -0.9332   -0.0734   -0.2926    0.3605         1   -3.6349
  5  4.997577167033324E+05   26.144585  4.932160  4.586360  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5159  4.586360   -6.997  0.627235  7.584406  6.8352616E-01  3.0258929E-01  4.9705405E-05  1.3574208E-05  6.7519091E-03  1.7617552E-03  5.3832911E-06  5.6189402E-09  1.8700935E-03  1.5316152E-07  1.700E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.087372  0.0000000E+00  0.0000000000E+00       4.222     6.56   -7.5804   -3.9535   -1.1612   -0.3294   -0.1439   -0.4207   -0.2207   -0.0353   -0.9319   -0.0733   -0.2923    0.3601         1   -3.6269
  6  6.209892451296375E+05   26.131889  4.936577  4.585319  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5131  4.585319   -6.988  0.624596  7.584138  6.7522675E-01  3.1092984E-01  5.1791257E-05  1.4143690E-05  7.0351937E-03  1.4354546E-03  4.3847731E-06  4.5792880E-09  1.8688990E-03  1.3520464E-07  1.793E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.088303  0.0000000E+00  0.0000000000E+00       4.213     6.62   -7.5914   -3.9711   -1.1607   -0.3291   -0.1438   -0.4203   -0.2205   -0.0352   -0.9309   -0.0732   -0.2920    0.3598         1   -3.6203
  7  7.399650036936520E+05   26.119166  4.940958  4.584395  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5103  4.584395   -6.979  0.622718  7.584116  6.6697004E-01  3.1921829E-01  5.3429690E-05  1.4591413E-05  7.2536388E-03  1.1837929E-03  3.6101979E-06  3.7757061E-09  1.8677514E-03  1.4000387E-07  1.846E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.089239  0.0000000E+00  0.0000000000E+00       4.205     6.68   -7.6024   -3.9879   -1.1602   -0.3288   -0.1436   -0.4200   -0.2203   -0.0352   -0.9300   -0.0731   -0.2918    0.3595         1   -3.6145
  8  8.583496456070167E+05   26.106260  4.945366  4.583542  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5071  4.583542   -6.971  0.621341  7.584262  6.5862076E-01  3.2759274E-01  5.4780443E-05  1.4960590E-05  7.4273511E-03  9.8359101E-04  2.9891538E-06  3.1351206E-09  1.8666204E-03  1.5049641E-07  1.870E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.090192  0.0000000E+00  0.0000000000E+00       4.197     6.74   -7.6134   -4.0042   -1.1597   -0.3286   -0.1436   -0.4197   -0.2200   -0.0352   -0.9291   -0.0731   -0.2916    0.3593         1   -3.6092
  9  9.743501808506895E+05   26.093339  4.949761  4.582719  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.5042  4.582719   -6.962  0.620326  7.584511  6.5031614E-01  3.3591726E-01  5.6038386E-05  1.5305643E-05  7.5643583E-03  8.2538350E-04  2.4831680E-06  2.6303550E-09  1.8655162E-03  1.6314667E-07  1.873E-05  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.091150  0.0000000E+00  0.0000000000E+00       4.189     6.80   -7.6244   -4.0203   -1.1593   -0.3283   -0.1435   -0.4194   -0.2199   -0.0351   -0.9283   -0.0730   -0.2914    0.3591         1   -3.6041
