line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    5.000000  2.712744  4.247069  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2688  4.247069    0.000  1.394680  7.456763  7.1691280E-01  2.6876100E-01  2.0328839E-05  5.4448204E-06  3.7129105E-03  5.2278906E-03  6.4679488E-05  3.5485651E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002729  0.0000000E+00  0.0000000000E+00       4.365     2.43   -2.0319   -0.0957   -0.7209   -0.2163   -0.0885   -0.2733   -0.1299   -0.0209   -0.5466   -0.0414   -0.1994    0.2352         0   -1.9362
  2  2.028096354583671E+06    5.000000  2.713609  4.243111  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2716  4.243111    0.000  1.379476  7.452528  7.0873080E-01  2.7707750E-01  2.5038471E-05  6.7047650E-06  4.6383412E-03  4.1702809E-03  5.6315847E-05  2.9758775E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002735  0.0000000E+00  0.0000000000E+00       4.349     2.48   -2.0340   -0.1202   -0.7127   -0.2141   -0.0874   -0.2705   -0.1282   -0.0206   -0.5395   -0.0409   -0.1977    0.2328         0   -1.9138
  3  3.946565879189842E+06    5.000000  2.716749  4.240806  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2696  4.240806    0.000  1.371344  7.450537  7.0085390E-01  2.8504320E-01  2.8143217E-05  7.5353479E-06  5.2485405E-03  3.4747651E-03  4.8849850E-05  2.5364481E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002754  0.0000000E+00  0.0000000000E+00       4.336     2.51   -2.0419   -0.1418   -0.7079   -0.2127   -0.0867   -0.2688   -0.1272   -0.0205   -0.5352   -0.0406   -0.1967    0.2313         0   -1.9000
  4  5.865035403796010E+06    5.000000  2.720251  4.239078  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2670  4.239078    0.000  1.365673  7.449495  6.9283980E-01  2.9312530E-01  3.0533491E-05  8.1748592E-06  5.7150701E-03  2.9437940E-03  4.2276048E-05  2.1751163E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002777  0.0000000E+00  0.0000000000E+00       4.326     2.54   -2.0506   -0.1613   -0.7042   -0.2117   -0.0862   -0.2675   -0.1264   -0.0203   -0.5320   -0.0404   -0.1960    0.2302         0   -1.8894
  5  7.739654196411164E+06    5.000000  2.724138  4.237691  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2648  4.237691    0.000  1.361688  7.448880  6.8487300E-01  3.0114520E-01  3.2412430E-05  8.6776542E-06  6.0791447E-03  2.5297503E-03  3.6781592E-05  1.8824026E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002802  0.0000000E+00  0.0000000000E+00       4.317     2.57   -2.0603   -0.1798   -0.7011   -0.2109   -0.0857   -0.2665   -0.1258   -0.0202   -0.5293   -0.0403   -0.1954    0.2294         0   -1.8805
  6  9.614272989026310E+06    5.000000  2.728028  4.236466  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2622  4.236466    0.000  1.358431  7.448583  6.7677460E-01  3.0928720E-01  3.3969653E-05  9.0944327E-06  6.3778943E-03  2.1901938E-03  3.2037060E-05  1.6353674E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002827  0.0000000E+00  0.0000000000E+00       4.308     2.60   -2.0701   -0.1975   -0.6985   -0.2102   -0.0854   -0.2655   -0.1253   -0.0201   -0.5270   -0.0401   -0.1948    0.2286         0   -1.8726
  7  1.143955970815161E+07    5.000000  2.732159  4.235427  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2600  4.235427    0.000  1.356099  7.448522  6.6873970E-01  3.1735770E-01  3.5260761E-05  9.4400992E-06  6.6217031E-03  1.9131861E-03  2.8019322E-05  1.4295586E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002854  0.0000000E+00  0.0000000000E+00       4.299     2.62   -2.0804   -0.2147   -0.6962   -0.2096   -0.0850   -0.2647   -0.1248   -0.0200   -0.5249   -0.0400   -0.1943    0.2279         0   -1.8657
  8  1.321551435378700E+07    5.000000  2.736075  4.234430  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2576  4.234430    0.000  1.353997  7.448523  6.6081550E-01  3.2531130E-01  3.6331017E-05  9.7266671E-06  6.8226100E-03  1.6849460E-03  2.4671835E-05  1.2588948E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002880  0.0000000E+00  0.0000000000E+00       4.292     2.65   -2.0902   -0.2312   -0.6940   -0.2090   -0.0847   -0.2640   -0.1243   -0.0200   -0.5230   -0.0398   -0.1939    0.2272         0   -1.8590
  9  1.499146899942251E+07    5.000000  2.740307  4.233552  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2555  4.233552    0.000  1.352551  7.448752  6.5273660E-01  3.3341550E-01  3.7280335E-05  9.9809952E-06  6.9955971E-03  1.4884672E-03  2.1694630E-05  1.1092301E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.002908  0.0000000E+00  0.0000000000E+00       4.284     2.67   -2.1008   -0.2478   -0.6920   -0.2084   -0.0844   -0.2633   -0.1239   -0.0199   -0.5212   -0.0397   -0.1935    0.2266         0   -1.8530
