line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.600000  0.797574  3.883996  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.0903  3.883996    0.000  1.923299  7.279962  7.1694173E-01  2.6866845E-01  9.6962105E-06  2.5543461E-06  3.3501238E-03  5.6837111E-03  3.9763360E-05  1.1526812E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000106  0.0000000E+00  0.0000000000E+00       4.333     1.43    2.7561    2.7355    0.0713    0.2046    0.1295    0.2584    0.1281    0.0178    0.5458   -0.0335    0.0598   -0.2259         0    0.0205
  2  3.740190013663655E+07    1.600000  0.800379  3.884614  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1024  3.884614    0.000  1.927300  7.283197  7.0874328E-01  2.7686053E-01  9.8078341E-06  2.5839892E-06  3.3552899E-03  5.5600027E-03  1.6470143E-04  4.5312241E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000107  0.0000000E+00  0.0000000000E+00       4.333     1.43    2.7491    2.7285    0.0714    0.2023    0.1281    0.2559    0.1268    0.0176    0.5404   -0.0332    0.0588   -0.2236         0    0.0205
  3  7.417910415767330E+07    1.600000  0.803849  3.884678  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1021  3.884678    0.000  1.930792  7.284885  7.0034981E-01  2.8524959E-01  9.9398206E-06  2.6191561E-06  3.3713211E-03  5.4270008E-03  2.8628415E-04  7.9147197E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000108  0.0000000E+00  0.0000000000E+00       4.330     1.43    2.7404    2.7197    0.0713    0.2019    0.1279    0.2554    0.1266    0.0176    0.5396   -0.0331    0.0586   -0.2232         0    0.0207
  4  1.098375092291659E+08    1.600000  0.807181  3.884652  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1034  3.884652    0.000  1.933861  7.286422  6.9247143E-01  2.9312600E-01  1.0082846E-05  2.6570678E-06  3.3969708E-03  5.3028186E-03  3.8680218E-04  1.0724861E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000108  0.0000000E+00  0.0000000000E+00       4.327     1.44    2.7320    2.7112    0.0713    0.2018    0.1279    0.2554    0.1266    0.0176    0.5395   -0.0331    0.0586   -0.2232         0    0.0208
  5  1.428323276040596E+08    1.600000  0.810326  3.884591  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1034  3.884591    0.000  1.936907  7.287818  6.8479740E-01  3.0079997E-01  1.0255818E-05  2.7028834E-06  3.4309852E-03  5.1777931E-03  4.7800855E-04  1.3279871E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000109  0.0000000E+00  0.0000000000E+00       4.323     1.44    2.7242    2.7032    0.0713    0.2019    0.1279    0.2555    0.1266    0.0176    0.5397   -0.0331    0.0587   -0.2233         0    0.0210
  6  1.777312977627905E+08    1.600000  0.813796  3.884504  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1029  3.884504    0.000  1.940237  7.289240  6.7656447E-01  3.0903482E-01  1.0470527E-05  2.7597144E-06  3.4773605E-03  5.0422846E-03  5.6527066E-04  1.5731917E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000110  0.0000000E+00  0.0000000000E+00       4.319     1.45    2.7155    2.6944    0.0713    0.2020    0.1280    0.2557    0.1267    0.0176    0.5401   -0.0332    0.0587   -0.2234         0    0.0211
  7  2.105659233552921E+08    1.600000  0.816941  3.884376  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1030  3.884376    0.000  1.943191  7.290604  6.6871049E-01  3.1689246E-01  1.0705191E-05  2.8218203E-06  3.5309248E-03  4.9118138E-03  6.3841903E-04  1.7794719E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000111  0.0000000E+00  0.0000000000E+00       4.316     1.46    2.7076    2.6864    0.0712    0.2023    0.1282    0.2561    0.1269    0.0176    0.5409   -0.0332    0.0589   -0.2238         0    0.0213
  8  2.443416893359242E+08    1.600000  0.820021  3.884177  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1031  3.884177    0.000  1.946004  7.292029  6.6051675E-01  3.2509215E-01  1.0984503E-05  2.8957315E-06  3.5968544E-03  4.7740879E-03  7.0418375E-04  1.9659525E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000112  0.0000000E+00  0.0000000000E+00       4.312     1.46    2.6999    2.6785    0.0712    0.2029    0.1285    0.2567    0.1273    0.0177    0.5422   -0.0333    0.0591   -0.2243         0    0.0215
  9  2.763293032303178E+08    1.600000  0.823070  3.883986  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1031  3.883986    0.000  1.948841  7.293347  6.5265563E-01  3.3296032E-01  1.1268086E-05  2.9707634E-06  3.6657589E-03  4.6438607E-03  7.5836418E-04  2.1199306E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000112  0.0000000E+00  0.0000000000E+00       4.308     1.47    2.6923    2.6707    0.0712    0.2034    0.1288    0.2573    0.1276    0.0177    0.5435   -0.0334    0.0594   -0.2249         0    0.0216
