line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    5.400000  2.828841  4.266517  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2749  4.266517   -2.616  1.353528  7.464156  7.1689398E-01  2.6878383E-01  2.1002143E-05  5.6276329E-06  3.7354946E-03  5.2076570E-03  5.7563532E-05  3.3118859E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003540  0.0000000E+00  0.0000000000E+00       4.361     2.54   -2.3221   -0.3019   -0.7568   -0.2261   -0.0934   -0.2859   -0.1371   -0.0219   -0.5767   -0.0436   -0.2070    0.2459         0   -2.0202
  2  1.706891945737258E+06    5.399999  2.829947  4.262601  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2777  4.262601   -2.615  1.338126  7.459908  7.0872446E-01  2.7709049E-01  2.5938977E-05  6.9490307E-06  4.6791321E-03  4.1282519E-03  4.9846539E-05  2.7573544E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003551  0.0000000E+00  0.0000000000E+00       4.344     2.59   -2.3249   -0.3214   -0.7500   -0.2243   -0.0925   -0.2835   -0.1358   -0.0217   -0.5714   -0.0432   -0.2056    0.2439         0   -2.0035
  3  3.342400609650420E+06    5.399998  2.833215  4.260301  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2755  4.260301   -2.612  1.329805  7.457883  7.0076014E-01  2.8514560E-01  2.9199980E-05  7.8218559E-06  5.3030974E-03  3.4161014E-03  4.3062053E-05  2.3367910E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003578  0.0000000E+00  0.0000000000E+00       4.331     2.63   -2.3330   -0.3402   -0.7458   -0.2232   -0.0920   -0.2821   -0.1350   -0.0216   -0.5680   -0.0429   -0.2047    0.2427         0   -1.9929
  4  4.958166591214833E+06    5.399998  2.836841  4.258619  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2730  4.258619   -2.608  1.324165  7.456861  6.9275368E-01  2.9322025E-01  3.1659850E-05  8.4803082E-06  5.7709588E-03  2.8828477E-03  3.7172780E-05  1.9972044E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003609  0.0000000E+00  0.0000000000E+00       4.321     2.66   -2.3421   -0.3574   -0.7427   -0.2224   -0.0916   -0.2810   -0.1344   -0.0216   -0.5655   -0.0427   -0.2041    0.2418         0   -1.9847
  5  6.544335976904197E+06    5.399997  2.840829  4.257263  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2707  4.257263   -2.605  1.320162  7.456254  6.8475987E-01  3.0126727E-01  3.3592879E-05  8.9978239E-06  6.1360077E-03  2.4670527E-03  3.2260040E-05  1.7226791E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003643  0.0000000E+00  0.0000000000E+00       4.312     2.69   -2.3521   -0.3742   -0.7401   -0.2217   -0.0912   -0.2802   -0.1339   -0.0215   -0.5635   -0.0426   -0.2035    0.2410         0   -1.9779
  6  8.130504738366861E+06    5.399996  2.844810  4.256057  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2681  4.256057   -2.601  1.316877  7.455932  6.7663329E-01  3.0943734E-01  3.5184490E-05  9.4239900E-06  6.4341699E-03  2.1276160E-03  2.8040317E-05  1.4923191E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003677  0.0000000E+00  0.0000000000E+00       4.303     2.71   -2.3620   -0.3904   -0.7378   -0.2211   -0.0909   -0.2794   -0.1334   -0.0214   -0.5616   -0.0424   -0.2031    0.2404         0   -1.9717
  7  9.666757502834868E+06    5.399996  2.849002  4.255049  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2659  4.255049   -2.597  1.314554  7.455881  6.6861628E-01  3.1748956E-01  3.6494193E-05  9.7747923E-06  6.6752315E-03  1.8532852E-03  2.4481204E-05  1.3016387E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003713  0.0000000E+00  0.0000000000E+00       4.295     2.74   -2.3725   -0.4062   -0.7359   -0.2206   -0.0907   -0.2787   -0.1331   -0.0214   -0.5600   -0.0423   -0.2027    0.2398         0   -1.9663
  8  1.117084868482178E+07    5.399995  2.853012  4.254084  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2634  4.254084   -2.593  1.312471  7.455913  6.6065569E-01  3.2547928E-01  3.7586630E-05  1.0067443E-05  6.8744783E-03  1.6265539E-03  2.1507092E-05  1.1430468E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003748  0.0000000E+00  0.0000000000E+00       4.287     2.77   -2.3825   -0.4215   -0.7340   -0.2201   -0.0904   -0.2781   -0.1327   -0.0213   -0.5585   -0.0422   -0.2023    0.2393         0   -1.9610
  9  1.267493727110876E+07    5.399995  2.857329  4.253228  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2612  4.253228   -2.589  1.311017  7.456151  6.5253573E-01  3.3362422E-01  3.8550557E-05  1.0325799E-05  7.0453835E-03  1.4321061E-03  1.8873888E-05  1.0046168E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.003786  0.0000000E+00  0.0000000000E+00       4.279     2.79   -2.3933   -0.4371   -0.7323   -0.2196   -0.0902   -0.2775   -0.1324   -0.0213   -0.5571   -0.0421   -0.2020    0.2388         0   -1.9563
