line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    2.400000  1.525220  4.034796  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1957  4.034796    0.000  1.785455  7.367376  7.1694970E-01  2.6866561E-01  1.3665054E-05  3.6274327E-06  3.3874959E-03  5.5032851E-03  1.7901401E-04  6.0766319E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000380  0.0000000E+00  0.0000000000E+00       4.385     1.65    0.9369    1.3524   -0.1885   -0.0629   -0.0116   -0.0670   -0.0264   -0.0051   -0.1017   -0.0193   -0.0853    0.0582         0   -0.4154
  2  1.320207906865422E+07    2.400000  1.525384  4.032933  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.2001  4.032933    0.000  1.780393  7.367103  7.0874425E-01  2.7691532E-01  1.5225502E-05  4.0417702E-06  3.7697908E-03  4.8875870E-03  3.6615961E-04  1.2022492E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000380  0.0000000E+00  0.0000000000E+00       4.378     1.66    0.9365    1.3424   -0.1818   -0.0614   -0.0108   -0.0647   -0.0255   -0.0048   -0.0977   -0.0192   -0.0841    0.0562         0   -0.4058
  3  2.572370413665645E+07    2.400000  1.527467  4.031098  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1996  4.031098    0.000  1.776292  7.366342  7.0073396E-01  2.8498252E-01  1.6827840E-05  4.4668194E-06  4.1751527E-03  4.3951906E-03  3.9426167E-04  1.2841306E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000382  0.0000000E+00  0.0000000000E+00       4.368     1.68    0.9313    1.3279   -0.1747   -0.0600   -0.0101   -0.0624   -0.0246   -0.0045   -0.0936   -0.0191   -0.0830    0.0543         0   -0.3966
  4  3.799665962645980E+07    2.400000  1.529729  4.029445  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1988  4.029445    0.000  1.772910  7.365859  6.9272707E-01  2.9304176E-01  1.8245663E-05  4.8429014E-06  4.5357550E-03  3.9845637E-03  3.9017075E-04  1.2639516E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000384  0.0000000E+00  0.0000000000E+00       4.359     1.70    0.9257    1.3139   -0.1686   -0.0587   -0.0094   -0.0603   -0.0238   -0.0042   -0.0900   -0.0190   -0.0819    0.0525         0   -0.3882
  5  5.035540394700752E+07    2.400000  1.532317  4.027948  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1975  4.027948    0.000  1.770245  7.365594  6.8455200E-01  3.0126497E-01  1.9532725E-05  5.1843638E-06  4.8616396E-03  3.6256876E-03  3.7348690E-04  1.2059047E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000386  0.0000000E+00  0.0000000000E+00       4.351     1.71    0.9192    1.2999   -0.1633   -0.0575   -0.0088   -0.0585   -0.0231   -0.0040   -0.0867   -0.0189   -0.0810    0.0509         0   -0.3807
  6  6.235882941352318E+07    2.400000  1.535066  4.026611  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1961  4.026611    0.000  1.768203  7.365523  6.7651447E-01  3.0934460E-01  2.0657315E-05  5.4827925E-06  5.1447805E-03  3.3197674E-03  3.5272903E-04  1.1366792E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000388  0.0000000E+00  0.0000000000E+00       4.343     1.73    0.9123    1.2864   -0.1588   -0.0563   -0.0082   -0.0568   -0.0224   -0.0038   -0.0838   -0.0188   -0.0801    0.0494         0   -0.3740
  7  7.413925107368164E+07    2.400000  1.538133  4.025426  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1954  4.025426    0.000  1.766962  7.365615  6.6851806E-01  3.1737860E-01  2.1664294E-05  5.7501082E-06  5.3954148E-03  3.0524926E-03  3.3059122E-04  1.0644313E-07  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000391  0.0000000E+00  0.0000000000E+00       4.335     1.74    0.9047    1.2728   -0.1549   -0.0553   -0.0077   -0.0553   -0.0219   -0.0036   -0.0812   -0.0188   -0.0794    0.0481         0   -0.3682
  8  8.582357734504507E+07    2.400000  1.541052  4.024254  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1940  4.024254    0.000  1.765678  7.365803  6.6043809E-01  3.2549285E-01  2.2582989E-05  5.9940487E-06  5.6227289E-03  2.8125299E-03  3.0790802E-04  9.9104468E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000394  0.0000000E+00  0.0000000000E+00       4.327     1.76    0.8974    1.2597   -0.1512   -0.0543   -0.0072   -0.0538   -0.0213   -0.0034   -0.0786   -0.0187   -0.0786    0.0468         0   -0.3624
  9  9.716003743672468E+07    2.400000  1.543971  4.023157  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1927  4.023157    0.000  1.764710  7.366080  6.5250288E-01  3.3345853E-01  2.3406632E-05  6.2128480E-06  5.8236499E-03  2.6019525E-03  2.8621950E-04  9.2139093E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000396  0.0000000E+00  0.0000000000E+00       4.320     1.77    0.8901    1.2470   -0.1479   -0.0533   -0.0067   -0.0524   -0.0207   -0.0033   -0.0762   -0.0187   -0.0779    0.0456         0   -0.3569
 10  1.086463953442828E+08    2.400000  1.547130  4.022085  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1916  4.022085    0.000  1.764116  7.366426  6.4434083E-01  3.4164885E-01  2.4179615E-05  6.4182565E-06  6.0105633E-03  2.4071111E-03  2.6491025E-04  8.5319411E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000400  0.0000000E+00  0.0000000000E+00       4.312     1.79    0.8822    1.2339   -0.1447   -0.0523   -0.0062   -0.0511   -0.0202   -0.0032   -0.0738   -0.0186   -0.0772    0.0445         0   -0.3517
 11  1.196222677812205E+08    2.400000  1.550248  4.021098  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1905  4.021098    0.000  1.763733  7.366855  6.3641034E-01  3.4960445E-01  2.4876391E-05  6.6035286E-06  6.1755423E-03  2.2359584E-03  2.4520072E-04  7.9046044E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000403  0.0000000E+00  0.0000000000E+00       4.305     1.80    0.8744    1.2212   -0.1419   -0.0514   -0.0058   -0.0498   -0.0197   -0.0031   -0.0716   -0.0186   -0.0766    0.0434         0   -0.3468
 12  1.307989173826983E+08    2.400000  1.553343  4.020062  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1889  4.020062    0.000  1.763349  7.367332  6.2820910E-01  3.5782932E-01  2.5538194E-05  6.7795730E-06  6.3304616E-03  2.0755698E-03  2.2633136E-04  7.3036023E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000405  0.0000000E+00  0.0000000000E+00       4.298     1.82    0.8666    1.2084   -0.1391   -0.0504   -0.0053   -0.0485   -0.0192   -0.0030   -0.0694   -0.0185   -0.0759    0.0423         0   -0.3418
 13  1.413320832149550E+08    2.400000  1.556305  4.019083  7.2000000E-01  2.6595590E-01  2.2831525E-03  2.7707436E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  0.000E+00  0.1878  4.019083    0.000  1.763127  7.367831  6.2036908E-01  3.6568987E-01  2.6123981E-05  6.9354692E-06  6.4656216E-03  1.9359883E-03  2.0948177E-04  6.7678313E-08  1.8768898E-03  1.5180834E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000408  0.0000000E+00  0.0000000000E+00       4.291     1.83    0.8592    1.1963   -0.1364   -0.0495   -0.0048   -0.0473   -0.0187   -0.0029   -0.0672   -0.0185   -0.0753    0.0412         0   -0.3370
